Pathway	GeneID	Symbol	Description	Salt24h_vs_CK_log2FC	Salt24h_vs_CK_padj	Salt48h_vs_CK_log2FC	Salt48h_vs_CK_padj	Salt48h_vs_24h_log2FC	Salt48h_vs_24h_padj
Ubiquitin_Proteasome	Unigene80_All		gi|357146909|ref|XP_003574154.1|/3.9245e-07/PREDICTED: proteasome subunit alpha type-1 [Brachypodium distachyon] &gt;gi|944057580|gb|KQJ93170.1| hypothetical protein BRADI_3g03040 [Brachypodium distachyon]	0.2445	NA	0.4401	NA	0.1956	NA
Beta_Carotene	Unigene8016_All	sp|Q7XRV2|YSL6_ORYSJ/1e-08/Probable metal-nicotianamine transporter YSL6 OS=Oryza sativa subsp. japonica GN=YSL6 PE=2 SV=1	gi|475156978|gb|EMT00161.1|/1.04905e-07/Beta-carotene hydroxylase [Aegilops tauschii]	1.9758	NA	3.012	NA	1.0362	NA
TCA_Cycle	Unigene803_All	sp|Q9SRZ6|ICDHC_ARATH/0.0/Cytosolic isocitrate dehydrogenase [NADP] OS=Arabidopsis thaliana GN=CICDH PE=2 SV=1	gi|475567132|gb|EMT15199.1|/0/putative Isocitrate dehydrogenase (NADP), chloroplastic [Aegilops tauschii]	0.0858	NA	0.53	NA	0.4442	NA
Glutamine	Unigene8031_All		gi|960471339|ref|XM_003564489.3|/1.002e-20/PREDICTED: Brachypodium distachyon glutamine--tRNA ligase (LOC100827357), mRNA	0.9685	NA	0.2601	NA	-0.7084	NA
TCA_Cycle	Unigene804_All		gi|960470473|ref|XM_003569428.3|/1.3434e-29/PREDICTED: Brachypodium distachyon cytosolic isocitrate dehydrogenase [NADP] (LOC100837485), mRNA	1.337	NA	1.0126	NA	-0.3244	NA
Glutamine	Unigene8053_All		gi|960471339|ref|XM_003564489.3|/1.01387e-20/PREDICTED: Brachypodium distachyon glutamine--tRNA ligase (LOC100827357), mRNA	2.7517	NA	1.758	NA	-0.9937	NA
Serine	Unigene8063_All	sp|P54772|DCHS_SOLLC/1e-13/Histidine decarboxylase OS=Solanum lycopersicum GN=HDC PE=2 SV=1	gi|514713149|ref|XP_004952686.1|/2.64988e-22/PREDICTED: serine decarboxylase 1 [Setaria italica] &gt;gi|944265706|gb|KQL29946.1| hypothetical protein SETIT_017033mg [Setaria italica]	-0.0721	NA	0.5075	NA	0.5796	NA
Cysteine	Unigene8067_All	sp|Q9T0J1|CRK26_ARATH/3e-39/Cysteine-rich receptor-like protein kinase 26 OS=Arabidopsis thaliana GN=CRK26 PE=2 SV=1	gi|473777772|gb|EMS46011.1|/1.86639e-99/Cysteine-rich receptor-like protein kinase 13 [Triticum urartu]	-1.9948	NA	-2.5839	NA	-0.5891	NA
Cysteine	Unigene8069_All	sp|Q8RWW0|ALE2_ARATH/2e-10/Receptor-like serine/threonine-protein kinase ALE2 OS=Arabidopsis thaliana GN=ALE2 PE=1 SV=1	gi|475543865|gb|EMT10223.1|/2.37789e-20/Cysteine-rich receptor-like protein kinase 28 [Aegilops tauschii]	-4.3219	NA	-4.3219	NA	0	NA
Cysteine	Unigene8075_All	sp|Q9T0J1|CRK26_ARATH/1e-31/Cysteine-rich receptor-like protein kinase 26 OS=Arabidopsis thaliana GN=CRK26 PE=2 SV=1	gi|475609317|gb|EMT27337.1|/2.93653e-68/Putative cysteine-rich receptor-like protein kinase 16 [Aegilops tauschii]	1.8308	NA	0.6542	NA	-1.1766	NA
Cysteine	Unigene8078_All	sp|C0LGI2|Y1677_ARATH/5e-37/Probable LRR receptor-like serine/threonine-protein kinase At1g67720 OS=Arabidopsis thaliana GN=At1g67720 PE=2 SV=1	gi|475609317|gb|EMT27337.1|/5.80097e-75/Putative cysteine-rich receptor-like protein kinase 16 [Aegilops tauschii]	-1.6705	NA	-2.5141	NA	-0.8436	NA
Cysteine	Unigene8083_All	sp|Q8RWW0|ALE2_ARATH/2e-10/Receptor-like serine/threonine-protein kinase ALE2 OS=Arabidopsis thaliana GN=ALE2 PE=1 SV=1	gi|475543865|gb|EMT10223.1|/1.80178e-20/Cysteine-rich receptor-like protein kinase 28 [Aegilops tauschii]	-0.4521	NA	-2.7454	NA	-2.2934	NA
Chaperone	Unigene8101_All	sp|Q0E3C8|CLPB3_ORYSJ/2e-17/Chaperone protein ClpB3, mitochondrial OS=Oryza sativa subsp. japonica GN=CLPB3 PE=2 SV=3	gi|573921573|ref|XP_006648377.1|/9.54068e-16/PREDICTED: chaperone protein ClpB3, mitochondrial-like [Oryza brachyantha]	0.1328	NA	0.691	NA	0.5583	NA
Serine	Unigene814_All	sp|Q6Z8C8|CDKF4_ORYSJ/0.0/Cyclin-dependent kinase F-4 OS=Oryza sativa subsp. japonica GN=CDKF-4 PE=2 SV=1	gi|158939218|gb|ABW84007.1|/0/serine/threonine kinase [Triticum aestivum]	-0.1259	NA	-1.1323	NA	-1.0064	NA
ROS_Scavenging	Unigene8155_All	sp|O49044|SODC2_MESCR/2e-57/Superoxide dismutase [Cu-Zn] 2 OS=Mesembryanthemum crystallinum GN=SODCC.2 PE=2 SV=1	gi|357113374|ref|XP_003558478.1|/1.96331e-83/PREDICTED: superoxide dismutase [Cu-Zn] 2 [Brachypodium distachyon] &gt;gi|944087503|gb|KQK22855.1| hypothetical protein BRADI_1g69680 [Brachypodium distachyon]	0.6201	NA	-3.0787	NA	-3.6988	NA
ROS_Scavenging	Unigene8158_All	sp|O49044|SODC2_MESCR/2e-61/Superoxide dismutase [Cu-Zn] 2 OS=Mesembryanthemum crystallinum GN=SODCC.2 PE=2 SV=1	gi|357113374|ref|XP_003558478.1|/4.05119e-91/PREDICTED: superoxide dismutase [Cu-Zn] 2 [Brachypodium distachyon] &gt;gi|944087503|gb|KQK22855.1| hypothetical protein BRADI_1g69680 [Brachypodium distachyon]	2.2176	NA	2.835	NA	0.6174	NA
Phospholipid_Biosynthesis	Unigene816_All	sp|Q9SLK6|ALA6_ARATH/0.0/Phospholipid-transporting ATPase 6 OS=Arabidopsis thaliana GN=ALA6 PE=1 SV=2	gi|474274449|gb|EMS61035.1|/0/Phospholipid-transporting ATPase 6 [Triticum urartu]	-0.2626	NA	-0.0474	NA	0.2152	NA
Cysteine	Unigene8174_All	sp|O65468|CRK8_ARATH/4e-55/Cysteine-rich receptor-like protein kinase 8 OS=Arabidopsis thaliana GN=CRK8 PE=3 SV=2	gi|475534148|gb|EMT08512.1|/1.69143e-179/Cysteine-rich receptor-like protein kinase 6 [Aegilops tauschii]	-4.2335	NA	-3.112	NA	1.1215	NA
Chlorophyll	Unigene8175_All	sp|P07370|CB2B_SOLLC/4e-159/Chlorophyll a-b binding protein 1B, chloroplastic OS=Solanum lycopersicum GN=CAB1B PE=3 SV=1	gi|475598488|gb|EMT23952.1|/1.80082e-158/Chlorophyll a-b binding protein 1B, chloroplastic [Aegilops tauschii]	-2.5619	NA	-1.8125	NA	0.7494	NA
Trehalose	Unigene8176_All	sp|Q94AH8|TPS6_ARATH/0.0/Alpha,alpha-trehalose-phosphate synthase [UDP-forming] 6 OS=Arabidopsis thaliana GN=TPS6 PE=1 SV=2	gi|721624091|ref|XP_010228944.1|/0/PREDICTED: alpha,alpha-trehalose-phosphate synthase [UDP-forming] 6-like isoform X1 [Brachypodium distachyon] &gt;gi|721624094|ref|XP_010228945.1| PREDICTED: alpha,alpha-trehalose-phosphate synthase [UDP-forming] 6-like isoform X1 [Brachypodium distachyon] &gt;gi|960456150|ref|XP_014752332.1| PREDICTED: alpha,alpha-trehalose-phosphate synthase [UDP-forming] 6-like isoform X1 [Brachypodium distachyon] &gt;gi|960456152|ref|XP_014752333.1| PREDICTED: alpha,alpha-trehalose-phosphate synthase [UDP-forming] 6-like isoform X1 [Brachypodium distachyon] &gt;gi|960456154|ref|XP_014752334.1| PREDICTED: alpha,alpha-trehalose-phosphate synthase [UDP-forming] 6-like isoform X1 [Brachypodium distachyon] &gt;gi|960456156|ref|XP_014752335.1| PREDICTED: alpha,alpha-trehalose-phosphate synthase [UDP-forming] 6-like isoform X1 [Brachypodium distachyon] &gt;gi|944087441|gb|KQK22793.1| hypothetical protein BRADI_1g69420 [Brachypodium distachyon] &gt;gi|944087442|gb|KQK22794.1| hypothetical protein BRADI_1g69420 [Brachypodium distachyon] &gt;gi|944087443|gb|KQK22795.1| hypothetical protein BRADI_1g69420 [Brachypodium distachyon] &gt;gi|944087444|gb|KQK22796.1| hypothetical protein BRADI_1g69420 [Brachypodium distachyon] &gt;gi|944087445|gb|KQK22797.1| hypothetical protein BRADI_1g69420 [Brachypodium distachyon]	-0.4489	NA	-0.4682	NA	-0.0193	NA
Leucine	Unigene8182_All	sp|C0LGP4|Y3475_ARATH/9e-152/Probable LRR receptor-like serine/threonine-protein kinase At3g47570 OS=Arabidopsis thaliana GN=At3g47570 PE=2 SV=1	gi|62701969|gb|AAX93042.1|/0/hypothetical protein [Oryza sativa Japonica Group] &gt;gi|62733666|gb|AAX95777.1| Leucine Rich Repeat, putative [Oryza sativa Japonica Group] &gt;gi|77548942|gb|ABA91739.1| Leucine Rich Repeat family protein, expressed [Oryza sativa Japonica Group] &gt;gi|937937980|dbj|BAT12893.1| Os11g0173900 [Oryza sativa Japonica Group]	-0.2145	NA	-2.3618	NA	-2.1473	NA
Serine	Unigene8183_All	sp|C0LGT6|EFR_ARATH/3e-33/LRR receptor-like serine/threonine-protein kinase EFR OS=Arabidopsis thaliana GN=EFR PE=1 SV=1	gi|475580451|gb|EMT18599.1|/3.86883e-80/Putative LRR receptor-like serine/threonine-protein kinase [Aegilops tauschii]	3.1936	NA	1.532	NA	-1.6615	NA
Translation	Unigene8185_All	sp|Q9C5Z2|EIF3H_ARATH/4e-47/Eukaryotic translation initiation factor 3 subunit H OS=Arabidopsis thaliana GN=TIF3H1 PE=1 SV=2	gi|573966081|ref|XP_006665140.1|/8.42035e-49/PREDICTED: eukaryotic translation initiation factor 3 subunit H-like, partial [Oryza brachyantha]	-1.3388	NA	-0.6581	NA	0.6807	NA
Translation	Unigene8187_All	sp|Q9C5Z2|EIF3H_ARATH/3e-47/Eukaryotic translation initiation factor 3 subunit H OS=Arabidopsis thaliana GN=TIF3H1 PE=1 SV=2	gi|573966081|ref|XP_006665140.1|/6.00359e-49/PREDICTED: eukaryotic translation initiation factor 3 subunit H-like, partial [Oryza brachyantha]	-5.9307	NA	-5.9307	NA	0	NA
Serine	Unigene8189_All	sp|C0LGP4|Y3475_ARATH/4e-41/Probable LRR receptor-like serine/threonine-protein kinase At3g47570 OS=Arabidopsis thaliana GN=At3g47570 PE=2 SV=1	gi|475595551|gb|EMT23073.1|/7.17825e-122/Putative LRR receptor-like serine/threonine-protein kinase [Aegilops tauschii]	3.2364	NA	2.533	NA	-0.7033	NA
Serine	Unigene8191_All	sp|C0LGP4|Y3475_ARATH/9e-124/Probable LRR receptor-like serine/threonine-protein kinase At3g47570 OS=Arabidopsis thaliana GN=At3g47570 PE=2 SV=1	gi|475580416|gb|EMT18590.1|/0/Putative LRR receptor-like serine/threonine-protein kinase [Aegilops tauschii]	-1.1885	NA	-0.8736	NA	0.3149	NA
Protein_Kinase_Signalling	Unigene823_All	sp|Q7XR61|MTK1_ORYSJ/0.0/Methylthioribose kinase 1 OS=Oryza sativa subsp. japonica GN=MTK1 PE=2 SV=1	gi|357166654|ref|XP_003580784.1|/0/PREDICTED: methylthioribose kinase 2 [Brachypodium distachyon] &gt;gi|944049561|gb|KQJ85202.1| hypothetical protein BRADI_5g25610 [Brachypodium distachyon]	0.7953	NA	1.1346	NA	0.3393	NA
Fatty_Acid	Unigene8240_All	sp|Q9XF43|KCS6_ARATH/0.0/3-ketoacyl-CoA synthase 6 OS=Arabidopsis thaliana GN=CUT1 PE=1 SV=1	gi|109631098|gb|ABG35744.1|/0/putative very long chain fatty acid condensing enzyme CUT1;3 [Hordeum vulgare]	0.0721	NA	-2.0411	NA	-2.1132	NA
Fatty_Acid	Unigene8242_All	sp|Q9XF43|KCS6_ARATH/0.0/3-ketoacyl-CoA synthase 6 OS=Arabidopsis thaliana GN=CUT1 PE=1 SV=1	gi|109631098|gb|ABG35744.1|/0/putative very long chain fatty acid condensing enzyme CUT1;3 [Hordeum vulgare]	-0.0696	NA	-1.91	NA	-1.8404	NA
Protein_Kinase_Signalling	Unigene8250_All	sp|O80939|LRK41_ARATH/8e-84/L-type lectin-domain containing receptor kinase IV.1 OS=Arabidopsis thaliana GN=LECRK41 PE=2 SV=1	gi|960461656|ref|XP_014753292.1|/2.63164e-142/PREDICTED: L-type lectin-domain containing receptor kinase IV.1-like [Brachypodium distachyon] &gt;gi|944080216|gb|KQK15568.1| hypothetical protein BRADI_1g23730 [Brachypodium distachyon]	0.1441	NA	-1.9175	NA	-2.0616	NA
Transcription	Unigene8253_All	sp|Q6L4H4|Y5498_ORYSJ/2e-146/AP2/ERF and B3 domain-containing protein Os05g0549800 OS=Oryza sativa subsp. japonica GN=Os05g0549800 PE=2 SV=1	gi|514747272|ref|XP_004961326.1|/2.14361e-165/PREDICTED: AP2/ERF and B3 domain-containing protein Os05g0549800 [Setaria italica] &gt;gi|944250215|gb|KQL14478.1| hypothetical protein SETIT_024576mg [Setaria italica]	0.0285	NA	0.0747	NA	0.0462	NA
Transcription	Unigene8256_All	sp|Q6L4H4|Y5498_ORYSJ/7e-143/AP2/ERF and B3 domain-containing protein Os05g0549800 OS=Oryza sativa subsp. japonica GN=Os05g0549800 PE=2 SV=1	gi|514747272|ref|XP_004961326.1|/3.29766e-159/PREDICTED: AP2/ERF and B3 domain-containing protein Os05g0549800 [Setaria italica] &gt;gi|944250215|gb|KQL14478.1| hypothetical protein SETIT_024576mg [Setaria italica]	0.0262	NA	-0.2155	NA	-0.2417	NA
Protein_Kinase_Signalling	Unigene8260_All	sp|Q6Z8C8|CDKF4_ORYSJ/2e-07/Cyclin-dependent kinase F-4 OS=Oryza sativa subsp. japonica GN=CDKF-4 PE=2 SV=1	gi|474317098|gb|EMS62127.1|/6.6635e-12/Cyclin-dependent kinase F-4 [Triticum urartu]	-0.7776	NA	0.0199	NA	0.7975	NA
Leucine	Unigene8307_All	sp|Q8S7W9|HOX21_ORYSJ/4e-67/Homeobox-leucine zipper protein HOX21 OS=Oryza sativa subsp. japonica GN=HOX21 PE=2 SV=1	gi|475540468|gb|EMT09606.1|/9.50462e-87/Homeobox-leucine zipper protein HOX21 [Aegilops tauschii]	1.1479	NA	-6.4594	NA	-7.6073	NA
tRNA_Aminoacylation	Unigene8322_All		gi|474379030|gb|EMS64427.1|/6.51682e-08/Alanyl-tRNA synthetase [Triticum urartu]	-0.1872	NA	-1.1699	NA	-0.9827	NA
Transcription	Unigene8340_All	sp|Q9C519|WRKY6_ARATH/4e-56/WRKY transcription factor 6 OS=Arabidopsis thaliana GN=WRKY6 PE=1 SV=1	gi|357129343|ref|XP_003566323.1|/1.24716e-134/PREDICTED: probable WRKY transcription factor 31 [Brachypodium distachyon] &gt;gi|944068081|gb|KQK03565.1| hypothetical protein BRADI_2g08620 [Brachypodium distachyon]	0.3775	NA	1.1774	NA	0.7999	NA
Pyrimidine	Unigene8345_All		gi|721667835|ref|XP_010236008.1|/0/PREDICTED: 25S rRNA (cytosine-C(5))-methyltransferase nop2 [Brachypodium distachyon] &gt;gi|944065936|gb|KQK01527.1| hypothetical protein BRADI_3g56470 [Brachypodium distachyon]	0.2211	NA	1.2819	NA	1.0608	NA
Ubiquitin_Proteasome	Unigene835_All	sp|Q2PS26|ULP1D_ARATH/3e-77/Ubiquitin-like-specific protease 1D OS=Arabidopsis thaliana GN=ULP1D PE=1 SV=1	gi|474394603|gb|EMS65596.1|/0/Ubiquitin-like-specific protease 1D [Triticum urartu]	-0.1683	NA	-0.7605	NA	-0.5921	NA
Serine	Unigene836_All	sp|Q9C5S8|CRK5_ARATH/6e-125/Cysteine-rich receptor-like protein kinase 5 OS=Arabidopsis thaliana GN=CRK5 PE=1 SV=1	gi|475481970|gb|EMT02926.1|/0/Putative serine/threonine-protein kinase receptor [Aegilops tauschii]	-0.6817	NA	0.3659	NA	1.0476	NA
Ubiquitin_Proteasome	Unigene8360_All	sp|B9G2A8|BIG_ORYSJ/0.0/Auxin transport protein BIG OS=Oryza sativa subsp. japonica GN=Os09g0247700 PE=2 SV=1	gi|474391309|gb|EMS65370.1|/0/E3 ubiquitin-protein ligase UBR4 [Triticum urartu]	-0.2137	NA	-0.5446	NA	-0.3309	NA
Anthocyanin	Unigene8376_All	sp|Q9SJL0|U86A1_ARATH/1e-17/UDP-glycosyltransferase 86A1 OS=Arabidopsis thaliana GN=UGT86A1 PE=2 SV=1	gi|475499276|gb|EMT04156.1|/1.10602e-45/Anthocyanin 5-O-glucosyltransferase [Aegilops tauschii]	-1.8194	NA	0.341	NA	2.1605	NA
Ubiquitin_Proteasome	Unigene8377_All	sp|Q8VYC8|RIN2_ARATH/6e-20/E3 ubiquitin protein ligase RIN2 OS=Arabidopsis thaliana GN=RIN2 PE=1 SV=1	gi|960461573|ref|XP_014753283.1|/2.46976e-132/PREDICTED: ERAD-associated E3 ubiquitin-protein ligase HRD1-like [Brachypodium distachyon] &gt;gi|944083163|gb|KQK18515.1| hypothetical protein BRADI_1g43000 [Brachypodium distachyon] &gt;gi|944083164|gb|KQK18516.1| hypothetical protein BRADI_1g43000 [Brachypodium distachyon]	0.0431	NA	0.7187	NA	0.6756	NA
Serine	Unigene8385_All		gi|475559337|gb|EMT13315.1|/3.23669e-24/Phosphoserine aminotransferase, chloroplastic [Aegilops tauschii]	1.4109	NA	0.8535	NA	-0.5575	NA
Serine	Unigene8386_All		gi|475559337|gb|EMT13315.1|/8.97962e-23/Phosphoserine aminotransferase, chloroplastic [Aegilops tauschii]	0.2368	NA	-0.1861	NA	-0.4229	NA
Protein_Kinase_Signalling	Unigene84_All	sp|P53683|CDPK2_ORYSJ/9e-71/Calcium-dependent protein kinase isoform 2 OS=Oryza sativa subsp. japonica GN=CPK2 PE=2 SV=2	gi|474382216|gb|EMS64675.1|/6.64716e-94/Calcium-dependent protein kinase 29 [Triticum urartu]	1.9419	NA	0.7965	NA	-1.1454	NA
Chlorophyll	Unigene8408_All	sp|Q8W496|PTC52_ARATH/2e-70/Protochlorophyllide-dependent translocon component 52, chloroplastic OS=Arabidopsis thaliana GN=PTC52 PE=2 SV=1	gi|721605129|ref|XP_010228088.1|/1.37122e-142/PREDICTED: protochlorophyllide-dependent translocon component 52, chloroplastic [Brachypodium distachyon]	0.1801	NA	0.2476	NA	0.0675	NA
Serine	Unigene841_All	sp|P0C2F6|RNHX1_ARATH/3e-07/Putative ribonuclease H protein At1g65750 OS=Arabidopsis thaliana GN=At1g65750 PE=3 SV=1	gi|475462133|gb|EMT02085.1|/3.31961e-81/Serine/threonine-protein kinase SMG1 [Aegilops tauschii]	4.8679	NA	5.3399	NA	0.472	NA
Glutamate	Unigene8418_All	sp|A2ZF53|GATB_ORYSI/2e-102/Glutamyl-tRNA(Gln) amidotransferase subunit B, chloroplastic/mitochondrial OS=Oryza sativa subsp. indica GN=GATB PE=3 SV=1	gi|353558774|sp|A2ZF53.1|GATB_ORYSI/2.87307e-100/RecName: Full=Glutamyl-tRNA(Gln) amidotransferase subunit B, chloroplastic/mitochondrial; Short=Glu-AdT subunit B; Flags: Precursor &gt;gi|125534689|gb|EAY81237.1| hypothetical protein OsI_36412 [Oryza sativa Indica Group]	-1.1554	NA	-0.4924	NA	0.663	NA
Transcription	Unigene8422_All	sp|Q9S7G7|MB3R1_ARATH/2e-06/Myb-related protein 3R-1 OS=Arabidopsis thaliana GN=MYB3R-1 PE=2 SV=1	gi|474244500|gb|EMS59931.1|/2.21011e-163/Cyclin-D-binding Myb-like transcription factor 1 [Triticum urartu]	-0.4306	NA	-0.3432	NA	0.0875	NA
Proline	Unigene8424_All	sp|Q8LAN3|P4H4_ARATH/1e-113/Probable prolyl 4-hydroxylase 4 OS=Arabidopsis thaliana GN=P4H4 PE=2 SV=1	gi|475531697|gb|EMT08121.1|/1.06608e-153/Prolyl 4-hydroxylase subunit alpha-1 [Aegilops tauschii]	0.0978	NA	0.0126	NA	-0.0852	NA
Tyrosine	Unigene8426_All	sp|Q9C7S5|PSYR1_ARATH/4e-17/Tyrosine-sulfated glycopeptide receptor 1 OS=Arabidopsis thaliana GN=PSYR1 PE=2 SV=1	gi|721613975|ref|XP_010227389.1|/3.5965e-33/PREDICTED: tyrosine-sulfated glycopeptide receptor 1-like [Brachypodium distachyon] &gt;gi|944081942|gb|KQK17294.1| hypothetical protein BRADI_1g33510 [Brachypodium distachyon]	-0.9894	NA	-2.5533	NA	-1.5639	NA
Tyrosine	Unigene8427_All	sp|Q9C7S5|PSYR1_ARATH/8e-116/Tyrosine-sulfated glycopeptide receptor 1 OS=Arabidopsis thaliana GN=PSYR1 PE=2 SV=1	gi|473720751|gb|EMS44961.1|/0/Tyrosine-sulfated glycopeptide receptor 1 [Triticum urartu]	0.1856	NA	-0.7299	NA	-0.9155	NA
Tyrosine	Unigene8428_All	sp|Q9C7S5|PSYR1_ARATH/3e-54/Tyrosine-sulfated glycopeptide receptor 1 OS=Arabidopsis thaliana GN=PSYR1 PE=2 SV=1	gi|475479816|gb|EMT02813.1|/5.45164e-84/Tyrosine-sulfated glycopeptide receptor 1 [Aegilops tauschii]	-0.1343	NA	1.9594	NA	2.0937	NA
Tyrosine	Unigene8429_All	sp|Q9C7S5|PSYR1_ARATH/4e-23/Tyrosine-sulfated glycopeptide receptor 1 OS=Arabidopsis thaliana GN=PSYR1 PE=2 SV=1	gi|960477898|ref|XP_014756364.1|/5.5648e-49/PREDICTED: tyrosine-sulfated glycopeptide receptor 1-like [Brachypodium distachyon] &gt;gi|944057793|gb|KQJ93383.1| hypothetical protein BRADI_3g04210 [Brachypodium distachyon]	-1.6229	NA	0.4197	NA	2.0426	NA
Protein_Kinase_Signalling	Unigene8433_All	sp|Q9LRB0|LCBK1_ARATH/0.0/Sphingoid long-chain bases kinase 1 OS=Arabidopsis thaliana GN=LCBK1 PE=1 SV=1	gi|721660106|ref|XP_010234915.1|/0/PREDICTED: sphingoid long-chain bases kinase 1 [Brachypodium distachyon] &gt;gi|944061872|gb|KQJ97462.1| hypothetical protein BRADI_3g30830 [Brachypodium distachyon] &gt;gi|944061873|gb|KQJ97463.1| hypothetical protein BRADI_3g30830 [Brachypodium distachyon]	0.0769	NA	-0.1459	NA	-0.2228	NA
Serine	Unigene8435_All	sp|C0LGW6|ERL1_ARATH/0.0/LRR receptor-like serine/threonine-protein kinase ERL1 OS=Arabidopsis thaliana GN=ERL1 PE=2 SV=1	gi|960459983|ref|XP_003561134.3|/0/PREDICTED: LRR receptor-like serine/threonine-protein kinase ERL1 [Brachypodium distachyon]	-1.3657	NA	-2.0715	NA	-0.7058	NA
Ethylene	Unigene8439_All	sp|O23116|EIL3_ARATH/8e-133/ETHYLENE INSENSITIVE 3-like 3 protein OS=Arabidopsis thaliana GN=EIL3 PE=1 SV=1	gi|473969945|gb|EMS51390.1|/0/ETHYLENE INSENSITIVE 3-like 3 protein [Triticum urartu]	-0.4562	NA	-0.9238	NA	-0.4676	NA
Ethylene	Unigene8440_All	sp|O24606|EIN3_ARATH/2e-07/Protein ETHYLENE INSENSITIVE 3 OS=Arabidopsis thaliana GN=EIN3 PE=1 SV=1	gi|960458043|ref|XM_010230380.2|/3.30239e-53/PREDICTED: Brachypodium distachyon ETHYLENE INSENSITIVE 3-like 1 protein (LOC100839437), transcript variant X2, mRNA	1.3914	NA	-0.2224	NA	-1.6138	NA
Protein_Kinase_Signalling	Unigene8441_All	sp|O48788|Y2267_ARATH/6e-71/Probable inactive receptor kinase At2g26730 OS=Arabidopsis thaliana GN=At2g26730 PE=1 SV=1	gi|475493759|gb|EMT03726.1|/7.11563e-99/Putative inactive receptor kinase [Aegilops tauschii]	-2.0363	NA	-1.2847	NA	0.7516	NA
Ubiquitin_Proteasome	Unigene8452_All	sp|P55857|SUMO1_ORYSJ/2e-60/Small ubiquitin-related modifier 1 OS=Oryza sativa subsp. japonica GN=SUMO1 PE=1 SV=1	gi|115441855|ref|NP_001045207.1|/2.47813e-58/Os01g0918300 [Oryza sativa Japonica Group] &gt;gi|2501449|sp|P55857.1|SUMO1_ORYSJ RecName: Full=Small ubiquitin-related modifier 1; Short=OsSUMO1; AltName: Full=Ubiquitin-like protein SMT3 &gt;gi|1668773|emb|CAA67922.1| ubiquitin-like protein [Oryza sativa] &gt;gi|18146762|dbj|BAB82439.1| ubiquitin-related protein [Oryza sativa Japonica Group] &gt;gi|19386713|dbj|BAB86095.1| putative SUMO protein [Oryza sativa Japonica Group] &gt;gi|57900450|dbj|BAD87743.1| putative SUMO protein [Oryza sativa Japonica Group] &gt;gi|113534738|dbj|BAF07121.1| Os01g0918300 [Oryza sativa Japonica Group] &gt;gi|125528873|gb|EAY76987.1| hypothetical protein OsI_04943 [Oryza sativa Indica Group] &gt;gi|125573116|gb|EAZ14631.1| hypothetical protein OsJ_04555 [Oryza sativa Japonica Group] &gt;gi|149390685|gb|ABR25360.1| ubiquitin-like protein smt3 [Oryza sativa Indica Group] &gt;gi|215765122|dbj|BAG86819.1| unnamed protein product [Oryza sativa Japonica Group] &gt;gi|532130972|gb|AGT78201.1| ubiquitin family domain containing protein [Oryza glaberrima] &gt;gi|937899927|dbj|BAS75907.1| Os01g0918300 [Oryza sativa Japonica Group]	-0.2645	NA	-0.6116	NA	-0.3471	NA
Protein_Kinase_Signalling	Unigene8462_All	sp|Q9C9L5|WAKLH_ARATH/3e-47/Wall-associated receptor kinase-like 9 OS=Arabidopsis thaliana GN=WAKL9 PE=2 SV=1	gi|475403490|gb|EMT00822.1|/2.61723e-104/Wall-associated receptor kinase 4 [Aegilops tauschii]	0.2028	NA	-0.7506	NA	-0.9535	NA
Folate	Unigene8463_All	sp|Q9XIQ7|FBT7_ARATH/5e-79/Probable folate-biopterin transporter 7 OS=Arabidopsis thaliana GN=At1g64890 PE=2 SV=1	gi|357133864|ref|XP_003568542.1|/4.27304e-143/PREDICTED: probable folate-biopterin transporter 7 [Brachypodium distachyon] &gt;gi|944071022|gb|KQK06506.1| hypothetical protein BRADI_2g26710 [Brachypodium distachyon] &gt;gi|944071023|gb|KQK06507.1| hypothetical protein BRADI_2g26710 [Brachypodium distachyon]	-1.5007	NA	-2.9678	NA	-1.4671	NA
Translation	Unigene8467_All	sp|P27928|RT03_MAIZE/2e-107/Ribosomal protein S3, mitochondrial OS=Zea mays GN=RPS3 PE=3 SV=1	gi|472833562|gb|AGI48786.1|/2.07639e-156/ribosomal protein S3 (mitochondrion) [Lolium perenne]	-0.4419	NA	-0.2545	NA	0.1874	NA
Translation	Unigene8469_All	sp|P27928|RT03_MAIZE/6e-157/Ribosomal protein S3, mitochondrial OS=Zea mays GN=RPS3 PE=3 SV=1	gi|472833562|gb|AGI48786.1|/0/ribosomal protein S3 (mitochondrion) [Lolium perenne]	0.3511	NA	-0.0656	NA	-0.4167	NA
Translation	Unigene8471_All	sp|Q9SF40|RL4A_ARATH/9e-18/60S ribosomal protein L4-1 OS=Arabidopsis thaliana GN=RPL4A PE=2 SV=1	gi|357111367|ref|XP_003557485.1|/4.52142e-32/PREDICTED: 60S ribosomal protein L4-1-like [Brachypodium distachyon] &gt;gi|944085237|gb|KQK20589.1| hypothetical protein BRADI_1g55510 [Brachypodium distachyon]	-0.1672	NA	0.5761	NA	0.7433	NA
RNA_Processing	Unigene8478_All	sp|P0C2F6|RNHX1_ARATH/4e-09/Putative ribonuclease H protein At1g65750 OS=Arabidopsis thaliana GN=At1g65750 PE=3 SV=1	gi|475601524|gb|EMT24848.1|/3.24389e-71/Putative ribonuclease H protein [Aegilops tauschii]	-2.4079	NA	-2.4079	NA	0	NA
